Cod Municipio;REGIAO;COD UF;UF;NOME MUNIC;POP EST;CLASSE POP
4315602;4 - Sul;43;Rio Grande do Sul;Rio Grande;210005;6 - 100001 até 500000
4315701;4 - Sul;43;Rio Grande do Sul;Rio Pardo;38284;4 - 20001 até 50000
4315750;4 - Sul;43;Rio Grande do Sul;Riozinho;4629;1 - Até 5000
4315800;4 - Sul;43;Rio Grande do Sul;Roca Sales;11300;3 - 10001 até 20000
4315909;4 - Sul;43;Rio Grande do Sul;Rodeio Bonito;5867;2 - 5001 até 10000
4315958;4 - Sul;43;Rio Grande do Sul;Rolador;2352;1 - Até 5000
4316006;4 - Sul;43;Rio Grande do Sul;Rolante;21199;4 - 20001 até 50000
4316105;4 - Sul;43;Rio Grande do Sul;Ronda Alta;10583;3 - 10001 até 20000
4316204;4 - Sul;43;Rio Grande do Sul;Rondinha;5182;2 - 5001 até 10000
4316303;4 - Sul;43;Rio Grande do Sul;Roque Gonzales;6899;2 - 5001 até 10000
4316402;4 - Sul;43;Rio Grande do Sul;Rosário do Sul;39535;4 - 20001 até 50000
4316428;4 - Sul;43;Rio Grande do Sul;Sagrada Família;2613;1 - Até 5000
4316436;4 - Sul;43;Rio Grande do Sul;Saldanha Marinho;2679;1 - Até 5000
4316451;4 - Sul;43;Rio Grande do Sul;Salto do Jacuí;12416;3 - 10001 até 20000
4316477;4 - Sul;43;Rio Grande do Sul;Salvador das Missões;2732;1 - Até 5000
4316501;4 - Sul;43;Rio Grande do Sul;Salvador do Sul;7705;2 - 5001 até 10000
4316600;4 - Sul;43;Rio Grande do Sul;Sananduva;16211;3 - 10001 até 20000
4316709;4 - Sul;43;Rio Grande do Sul;Santa Bárbara do Sul;8099;2 - 5001 até 10000
4316733;4 - Sul;43;Rio Grande do Sul;Santa Cecília do Sul;1644;1 - Até 5000
4316758;4 - Sul;43;Rio Grande do Sul;Santa Clara do Sul;6522;2 - 5001 até 10000
4316808;4 - Sul;43;Rio Grande do Sul;Santa Cruz do Sul;129427;6 - 100001 até 500000
4316907;4 - Sul;43;Rio Grande do Sul;Santa Maria;280505;6 - 100001 até 500000
4316956;4 - Sul;43;Rio Grande do Sul;Santa Maria do Herval;6315;2 - 5001 até 10000
4316972;4 - Sul;43;Rio Grande do Sul;Santa Margarida do Sul;2545;1 - Até 5000
4317004;4 - Sul;43;Rio Grande do Sul;Santana da Boa Vista;8130;2 - 5001 até 10000
4317103;4 - Sul;43;Rio Grande do Sul;Sant'Ana do Livramento;77763;5 - 50001 até 100000
4317202;4 - Sul;43;Rio Grande do Sul;Santa Rosa;72919;5 - 50001 até 100000
4317251;4 - Sul;43;Rio Grande do Sul;Santa Tereza;1734;1 - Até 5000
4317301;4 - Sul;43;Rio Grande do Sul;Santa Vitória do Palmar;29877;4 - 20001 até 50000
4317400;4 - Sul;43;Rio Grande do Sul;Santiago;49493;4 - 20001 até 50000
4317509;4 - Sul;43;Rio Grande do Sul;Santo Ângelo;77620;5 - 50001 até 100000
4317558;4 - Sul;43;Rio Grande do Sul;Santo Antônio do Palma;2134;1 - Até 5000
4317608;4 - Sul;43;Rio Grande do Sul;Santo Antônio da Patrulha;42648;4 - 20001 até 50000
4317707;4 - Sul;43;Rio Grande do Sul;Santo Antônio das Missões;10305;3 - 10001 até 20000
4317756;4 - Sul;43;Rio Grande do Sul;Santo Antônio do Planalto;2020;1 - Até 5000
4317806;4 - Sul;43;Rio Grande do Sul;Santo Augusto;13923;3 - 10001 até 20000
4317905;4 - Sul;43;Rio Grande do Sul;Santo Cristo;14300;3 - 10001 até 20000
4317954;4 - Sul;43;Rio Grande do Sul;Santo Expedito do Sul;2343;1 - Até 5000
4318002;4 - Sul;43;Rio Grande do Sul;São Borja;60557;5 - 50001 até 100000
4318051;4 - Sul;43;Rio Grande do Sul;São Domingos do Sul;3065;1 - Até 5000
4318101;4 - Sul;43;Rio Grande do Sul;São Francisco de Assis;18471;3 - 10001 até 20000
4318200;4 - Sul;43;Rio Grande do Sul;São Francisco de Paula;21633;4 - 20001 até 50000
4318309;4 - Sul;43;Rio Grande do Sul;São Gabriel;62061;5 - 50001 até 100000
4318408;4 - Sul;43;Rio Grande do Sul;São Jerônimo;24078;4 - 20001 até 50000
4318424;4 - Sul;43;Rio Grande do Sul;São João da Urtiga;4674;1 - Até 5000
4318432;4 - Sul;43;Rio Grande do Sul;São João do Polêsine;2561;1 - Até 5000
4318440;4 - Sul;43;Rio Grande do Sul;São Jorge;2757;1 - Até 5000
4318457;4 - Sul;43;Rio Grande do Sul;São José das Missões;2562;1 - Até 5000
4318465;4 - Sul;43;Rio Grande do Sul;São José do Herval;2000;1 - Até 5000
4318481;4 - Sul;43;Rio Grande do Sul;São José do Hortêncio;4739;1 - Até 5000
4318499;4 - Sul;43;Rio Grande do Sul;São José do Inhacorá;2091;1 - Até 5000
4318507;4 - Sul;43;Rio Grande do Sul;São José do Norte;27410;4 - 20001 até 50000
4318606;4 - Sul;43;Rio Grande do Sul;São José do Ouro;6945;2 - 5001 até 10000
4318614;4 - Sul;43;Rio Grande do Sul;São José do Sul;2378;1 - Até 5000
4318622;4 - Sul;43;Rio Grande do Sul;São José dos Ausentes;3509;1 - Até 5000
4318705;4 - Sul;43;Rio Grande do Sul;São Leopoldo;234947;6 - 100001 até 500000
4318804;4 - Sul;43;Rio Grande do Sul;São Lourenço do Sul;43625;4 - 20001 até 50000
4318903;4 - Sul;43;Rio Grande do Sul;São Luiz Gonzaga;33668;4 - 20001 até 50000
4319000;4 - Sul;43;Rio Grande do Sul;São Marcos;21449;4 - 20001 até 50000
4319109;4 - Sul;43;Rio Grande do Sul;São Martinho;5474;2 - 5001 até 10000
4319125;4 - Sul;43;Rio Grande do Sul;São Martinho da Serra;3238;1 - Até 5000
4319158;4 - Sul;43;Rio Grande do Sul;São Miguel das Missões;7663;2 - 5001 até 10000
4319208;4 - Sul;43;Rio Grande do Sul;São Nicolau;5325;2 - 5001 até 10000
4319307;4 - Sul;43;Rio Grande do Sul;São Paulo das Missões;5863;2 - 5001 até 10000
4319356;4 - Sul;43;Rio Grande do Sul;São Pedro da Serra;3758;1 - Até 5000
4319364;4 - Sul;43;Rio Grande do Sul;São Pedro das Missões;2000;1 - Até 5000
4319372;4 - Sul;43;Rio Grande do Sul;São Pedro do Butiá;2946;1 - Até 5000
4319406;4 - Sul;43;Rio Grande do Sul;São Pedro do Sul;16250;3 - 10001 até 20000
4319505;4 - Sul;43;Rio Grande do Sul;São Sebastião do Caí;25467;4 - 20001 até 50000
4319604;4 - Sul;43;Rio Grande do Sul;São Sepé;23690;4 - 20001 até 50000
4319703;4 - Sul;43;Rio Grande do Sul;São Valentim;3341;1 - Até 5000
4319711;4 - Sul;43;Rio Grande do Sul;São Valentim do Sul;2239;1 - Até 5000
4319737;4 - Sul;43;Rio Grande do Sul;São Valério do Sul;2724;1 - Até 5000
4319752;4 - Sul;43;Rio Grande do Sul;São Vendelino;2219;1 - Até 5000
4319802;4 - Sul;43;Rio Grande do Sul;São Vicente do Sul;8710;2 - 5001 até 10000
4319901;4 - Sul;43;Rio Grande do Sul;Sapiranga;81198;5 - 50001 até 100000
4320008;4 - Sul;43;Rio Grande do Sul;Sapucaia do Sul;140311;6 - 100001 até 500000
4320107;4 - Sul;43;Rio Grande do Sul;Sarandi;24205;4 - 20001 até 50000
4320206;4 - Sul;43;Rio Grande do Sul;Seberi;10788;3 - 10001 até 20000
4320230;4 - Sul;43;Rio Grande do Sul;Sede Nova;2924;1 - Até 5000
4320263;4 - Sul;43;Rio Grande do Sul;Segredo;7399;2 - 5001 até 10000
4320305;4 - Sul;43;Rio Grande do Sul;Selbach;5093;2 - 5001 até 10000
4320321;4 - Sul;43;Rio Grande do Sul;Senador Salgado Filho;2788;1 - Até 5000
4320354;4 - Sul;43;Rio Grande do Sul;Sentinela do Sul;5553;2 - 5001 até 10000
4320404;4 - Sul;43;Rio Grande do Sul;Serafina Corrêa;17198;3 - 10001 até 20000
4320453;4 - Sul;43;Rio Grande do Sul;Sério;2000;1 - Até 5000
4320503;4 - Sul;43;Rio Grande do Sul;Sertão;5519;2 - 5001 até 10000
4320552;4 - Sul;43;Rio Grande do Sul;Sertão Santana;6433;2 - 5001 até 10000
4320578;4 - Sul;43;Rio Grande do Sul;Sete de Setembro;1990;1 - Até 5000
4320602;4 - Sul;43;Rio Grande do Sul;Severiano de Almeida;3685;1 - Até 5000
4320651;4 - Sul;43;Rio Grande do Sul;Silveira Martins;2394;1 - Até 5000
4320677;4 - Sul;43;Rio Grande do Sul;Sinimbu;10183;3 - 10001 até 20000
4320701;4 - Sul;43;Rio Grande do Sul;Sobradinho;14927;3 - 10001 até 20000
4320800;4 - Sul;43;Rio Grande do Sul;Soledade;30967;4 - 20001 até 50000
4320859;4 - Sul;43;Rio Grande do Sul;Tabaí;4667;1 - Até 5000
4320909;4 - Sul;43;Rio Grande do Sul;Tapejara;23651;4 - 20001 até 50000
4321006;4 - Sul;43;Rio Grande do Sul;Tapera;10593;3 - 10001 até 20000
4321105;4 - Sul;43;Rio Grande do Sul;Tapes;17266;3 - 10001 até 20000
4321204;4 - Sul;43;Rio Grande do Sul;Taquara;57292;5 - 50001 até 100000
4321303;4 - Sul;43;Rio Grande do Sul;Taquari;26838;4 - 20001 até 50000
4321329;4 - Sul;43;Rio Grande do Sul;Taquaruçu do Sul;3068;1 - Até 5000
4321352;4 - Sul;43;Rio Grande do Sul;Tavares;5479;2 - 5001 até 10000
4321402;4 - Sul;43;Rio Grande do Sul;Tenente Portela;13538;3 - 10001 até 20000
4321436;4 - Sul;43;Rio Grande do Sul;Terra de Areia;11088;3 - 10001 até 20000
4321451;4 - Sul;43;Rio Grande do Sul;Teutônia;32676;4 - 20001 até 50000
4321469;4 - Sul;43;Rio Grande do Sul;Tio Hugo;3004;1 - Até 5000
4321477;4 - Sul;43;Rio Grande do Sul;Tiradentes do Sul;5796;2 - 5001 até 10000
4321493;4 - Sul;43;Rio Grande do Sul;Toropi;2827;1 - Até 5000
4321501;4 - Sul;43;Rio Grande do Sul;Torres;38386;4 - 20001 até 50000
4321600;4 - Sul;43;Rio Grande do Sul;Tramandaí;50760;5 - 50001 até 100000
4321626;4 - Sul;43;Rio Grande do Sul;Travesseiro;2339;1 - Até 5000
4321634;4 - Sul;43;Rio Grande do Sul;Três Arroios;2693;1 - Até 5000
4321667;4 - Sul;43;Rio Grande do Sul;Três Cachoeiras;10989;3 - 10001 até 20000
4321709;4 - Sul;43;Rio Grande do Sul;Três Coroas;27837;4 - 20001 até 50000
4321808;4 - Sul;43;Rio Grande do Sul;Três de Maio;23938;4 - 20001 até 50000
4321832;4 - Sul;43;Rio Grande do Sul;Três Forquilhas;2725;1 - Até 5000
4321857;4 - Sul;43;Rio Grande do Sul;Três Palmeiras;4291;1 - Até 5000
4321907;4 - Sul;43;Rio Grande do Sul;Três Passos;23963;4 - 20001 até 50000
4321956;4 - Sul;43;Rio Grande do Sul;Trindade do Sul;5813;2 - 5001 até 10000
4322004;4 - Sul;43;Rio Grande do Sul;Triunfo;29207;4 - 20001 até 50000
4322103;4 - Sul;43;Rio Grande do Sul;Tucunduva;5713;2 - 5001 até 10000
4322152;4 - Sul;43;Rio Grande do Sul;Tunas;4560;1 - Até 5000
4322186;4 - Sul;43;Rio Grande do Sul;Tupanci do Sul;1486;1 - Até 5000
4322202;4 - Sul;43;Rio Grande do Sul;Tupanciretã;23824;4 - 20001 até 50000
4322251;4 - Sul;43;Rio Grande do Sul;Tupandi;4767;1 - Até 5000
4322301;4 - Sul;43;Rio Grande do Sul;Tuparendi;7980;2 - 5001 até 10000
4322327;4 - Sul;43;Rio Grande do Sul;Turuçu;3455;1 - Até 5000
4322343;4 - Sul;43;Rio Grande do Sul;Ubiretama;2049;1 - Até 5000
4322350;4 - Sul;43;Rio Grande do Sul;União da Serra;1192;1 - Até 5000
4322376;4 - Sul;43;Rio Grande do Sul;Unistalda;2354;1 - Até 5000
4322400;4 - Sul;43;Rio Grande do Sul;Uruguaiana;127079;6 - 100001 até 500000
4322509;4 - Sul;43;Rio Grande do Sul;Vacaria;65846;5 - 50001 até 100000
4322525;4 - Sul;43;Rio Grande do Sul;Vale Verde;3479;1 - Até 5000
4322533;4 - Sul;43;Rio Grande do Sul;Vale do Sol;11732;3 - 10001 até 20000
4322541;4 - Sul;43;Rio Grande do Sul;Vale Real;5842;2 - 5001 até 10000
4322558;4 - Sul;43;Rio Grande do Sul;Vanini;2104;1 - Até 5000
4322608;4 - Sul;43;Rio Grande do Sul;Venâncio Aires;71117;5 - 50001 até 100000
4322707;4 - Sul;43;Rio Grande do Sul;Vera Cruz;26618;4 - 20001 até 50000
4322806;4 - Sul;43;Rio Grande do Sul;Veranópolis;25936;4 - 20001 até 50000
4322855;4 - Sul;43;Rio Grande do Sul;Vespasiano Corrêa;1835;1 - Até 5000
4322905;4 - Sul;43;Rio Grande do Sul;Viadutos;4825;1 - Até 5000
4323002;4 - Sul;43;Rio Grande do Sul;Viamão;254101;6 - 100001 até 500000
4323101;4 - Sul;43;Rio Grande do Sul;Vicente Dutra;4745;1 - Até 5000
4323200;4 - Sul;43;Rio Grande do Sul;Victor Graeff;2904;1 - Até 5000
4323309;4 - Sul;43;Rio Grande do Sul;Vila Flores;3374;1 - Até 5000
4323358;4 - Sul;43;Rio Grande do Sul;Vila Lângaro;2102;1 - Até 5000
4323408;4 - Sul;43;Rio Grande do Sul;Vila Maria;4353;1 - Até 5000
4323457;4 - Sul;43;Rio Grande do Sul;Vila Nova do Sul;4283;1 - Até 5000
4323507;4 - Sul;43;Rio Grande do Sul;Vista Alegre;2766;1 - Até 5000
4323606;4 - Sul;43;Rio Grande do Sul;Vista Alegre do Prata;1565;1 - Até 5000
4323705;4 - Sul;43;Rio Grande do Sul;Vista Gaúcha;2847;1 - Até 5000
4323754;4 - Sul;43;Rio Grande do Sul;Vitória das Missões;3177;1 - Até 5000
4323770;4 - Sul;43;Rio Grande do Sul;Westfália;2998;1 - Até 5000
4323804;4 - Sul;43;Rio Grande do Sul;Xangri-lá;16025;3 - 10001 até 20000
5000203;5 - Centro-Oeste;50;Mato Grosso do Sul;Água Clara;15257;3 - 10001 até 20000
5000252;5 - Centro-Oeste;50;Mato Grosso do Sul;Alcinópolis;5268;2 - 5001 até 10000
5000609;5 - Centro-Oeste;50;Mato Grosso do Sul;Amambai;38958;4 - 20001 até 50000
5000708;5 - Centro-Oeste;50;Mato Grosso do Sul;Anastácio;25128;4 - 20001 até 50000
5000807;5 - Centro-Oeste;50;Mato Grosso do Sul;Anaurilândia;8993;2 - 5001 até 10000
5000856;5 - Centro-Oeste;50;Mato Grosso do Sul;Angélica;10620;3 - 10001 até 20000
5000906;5 - Centro-Oeste;50;Mato Grosso do Sul;Antônio João;8891;2 - 5001 até 10000
5001003;5 - Centro-Oeste;50;Mato Grosso do Sul;Aparecida do Taboado;25431;4 - 20001 até 50000
5001102;5 - Centro-Oeste;50;Mato Grosso do Sul;Aquidauana;47784;4 - 20001 até 50000
5001243;5 - Centro-Oeste;50;Mato Grosso do Sul;Aral Moreira;11963;3 - 10001 até 20000
5001508;5 - Centro-Oeste;50;Mato Grosso do Sul;Bandeirantes;6829;2 - 5001 até 10000
5001904;5 - Centro-Oeste;50;Mato Grosso do Sul;Bataguassu;22717;4 - 20001 até 50000
5002001;5 - Centro-Oeste;50;Mato Grosso do Sul;Batayporã;11305;3 - 10001 até 20000
5002100;5 - Centro-Oeste;50;Mato Grosso do Sul;Bela Vista;24508;4 - 20001 até 50000
5002159;5 - Centro-Oeste;50;Mato Grosso do Sul;Bodoquena;7817;2 - 5001 até 10000
5002209;5 - Centro-Oeste;50;Mato Grosso do Sul;Bonito;21738;4 - 20001 até 50000
5002308;5 - Centro-Oeste;50;Mato Grosso do Sul;Brasilândia;11891;3 - 10001 até 20000
5002407;5 - Centro-Oeste;50;Mato Grosso do Sul;Caarapó;29743;4 - 20001 até 50000
5002605;5 - Centro-Oeste;50;Mato Grosso do Sul;Camapuã;13727;3 - 10001 até 20000
5002704;5 - Centro-Oeste;50;Mato Grosso do Sul;Campo Grande;885711;7 - Maior que 500000
5002803;5 - Centro-Oeste;50;Mato Grosso do Sul;Caracol;6049;2 - 5001 até 10000
5002902;5 - Centro-Oeste;50;Mato Grosso do Sul;Cassilândia;21876;4 - 20001 até 50000
5002951;5 - Centro-Oeste;50;Mato Grosso do Sul;Chapadão do Sul;24559;4 - 20001 até 50000
5003108;5 - Centro-Oeste;50;Mato Grosso do Sul;Corguinho;5839;2 - 5001 até 10000
5003157;5 - Centro-Oeste;50;Mato Grosso do Sul;Coronel Sapucaia;15152;3 - 10001 até 20000
5003207;5 - Centro-Oeste;50;Mato Grosso do Sul;Corumbá;110806;6 - 100001 até 500000
5003256;5 - Centro-Oeste;50;Mato Grosso do Sul;Costa Rica;20496;4 - 20001 até 50000
5003306;5 - Centro-Oeste;50;Mato Grosso do Sul;Coxim;33516;4 - 20001 até 50000
5003454;5 - Centro-Oeste;50;Mato Grosso do Sul;Deodápolis;12868;3 - 10001 até 20000
5003488;5 - Centro-Oeste;50;Mato Grosso do Sul;Dois Irmãos do Buriti;11239;3 - 10001 até 20000
5003504;5 - Centro-Oeste;50;Mato Grosso do Sul;Douradina;5889;2 - 5001 até 10000
5003702;5 - Centro-Oeste;50;Mato Grosso do Sul;Dourados;220965;6 - 100001 até 500000
5003751;5 - Centro-Oeste;50;Mato Grosso do Sul;Eldorado;12305;3 - 10001 até 20000
5003801;5 - Centro-Oeste;50;Mato Grosso do Sul;Fátima do Sul;19234;3 - 10001 até 20000
5003900;5 - Centro-Oeste;50;Mato Grosso do Sul;Figueirão;3044;1 - Até 5000
5004007;5 - Centro-Oeste;50;Mato Grosso do Sul;Glória de Dourados;9981;2 - 5001 até 10000
5004106;5 - Centro-Oeste;50;Mato Grosso do Sul;Guia Lopes da Laguna;9968;2 - 5001 até 10000
5004304;5 - Centro-Oeste;50;Mato Grosso do Sul;Iguatemi;15977;3 - 10001 até 20000
5004403;5 - Centro-Oeste;50;Mato Grosso do Sul;Inocência;7625;2 - 5001 até 10000
5004502;5 - Centro-Oeste;50;Mato Grosso do Sul;Itaporã;23886;4 - 20001 até 50000
5004601;5 - Centro-Oeste;50;Mato Grosso do Sul;Itaquiraí;20905;4 - 20001 até 50000
5004700;5 - Centro-Oeste;50;Mato Grosso do Sul;Ivinhema;23140;4 - 20001 até 50000
5004809;5 - Centro-Oeste;50;Mato Grosso do Sul;Japorã;8976;2 - 5001 até 10000
5004908;5 - Centro-Oeste;50;Mato Grosso do Sul;Jaraguari;7108;2 - 5001 até 10000
5005004;5 - Centro-Oeste;50;Mato Grosso do Sul;Jardim;25967;4 - 20001 até 50000
5005103;5 - Centro-Oeste;50;Mato Grosso do Sul;Jateí;4034;1 - Até 5000
5005152;5 - Centro-Oeste;50;Mato Grosso do Sul;Juti;6638;2 - 5001 até 10000
5005202;5 - Centro-Oeste;50;Mato Grosso do Sul;Ladário;22968;4 - 20001 até 50000
5005251;5 - Centro-Oeste;50;Mato Grosso do Sul;Laguna Carapã;7267;2 - 5001 até 10000
5005400;5 - Centro-Oeste;50;Mato Grosso do Sul;Maracaju;45932;4 - 20001 até 50000
5005608;5 - Centro-Oeste;50;Mato Grosso do Sul;Miranda;27795;4 - 20001 até 50000
5005681;5 - Centro-Oeste;50;Mato Grosso do Sul;Mundo Novo;18256;3 - 10001 até 20000
5005707;5 - Centro-Oeste;50;Mato Grosso do Sul;Naviraí;54051;5 - 50001 até 100000
5005806;5 - Centro-Oeste;50;Mato Grosso do Sul;Nioaque;14085;3 - 10001 até 20000
5006002;5 - Centro-Oeste;50;Mato Grosso do Sul;Nova Alvorada do Sul;21300;4 - 20001 até 50000
5006200;5 - Centro-Oeste;50;Mato Grosso do Sul;Nova Andradina;53517;5 - 50001 até 100000
5006259;5 - Centro-Oeste;50;Mato Grosso do Sul;Novo Horizonte do Sul;3947;1 - Até 5000
5006275;5 - Centro-Oeste;50;Mato Grosso do Sul;Paraíso das Águas;5455;2 - 5001 até 10000
5006309;5 - Centro-Oeste;50;Mato Grosso do Sul;Paranaíba;42010;4 - 20001 até 50000
5006358;5 - Centro-Oeste;50;Mato Grosso do Sul;Paranhos;14048;3 - 10001 até 20000
5006408;5 - Centro-Oeste;50;Mato Grosso do Sul;Pedro Gomes;7666;2 - 5001 até 10000
5006606;5 - Centro-Oeste;50;Mato Grosso do Sul;Ponta Porã;91082;5 - 50001 até 100000
5006903;5 - Centro-Oeste;50;Mato Grosso do Sul;Porto Murtinho;17078;3 - 10001 até 20000
5007109;5 - Centro-Oeste;50;Mato Grosso do Sul;Ribas do Rio Pardo;24258;4 - 20001 até 50000
5007208;5 - Centro-Oeste;50;Mato Grosso do Sul;Rio Brilhante;36830;4 - 20001 até 50000
5007307;5 - Centro-Oeste;50;Mato Grosso do Sul;Rio Negro;4819;1 - Até 5000
5007406;5 - Centro-Oeste;50;Mato Grosso do Sul;Rio Verde de Mato Grosso;19682;3 - 10001 até 20000
5007505;5 - Centro-Oeste;50;Mato Grosso do Sul;Rochedo;5403;2 - 5001 até 10000
5007554;5 - Centro-Oeste;50;Mato Grosso do Sul;Santa Rita do Pardo;7801;2 - 5001 até 10000
5007695;5 - Centro-Oeste;50;Mato Grosso do Sul;São Gabriel do Oeste;26363;4 - 20001 até 50000
5007703;5 - Centro-Oeste;50;Mato Grosso do Sul;Sete Quedas;10812;3 - 10001 até 20000
5007802;5 - Centro-Oeste;50;Mato Grosso do Sul;Selvíria;6515;2 - 5001 até 10000
5007901;5 - Centro-Oeste;50;Mato Grosso do Sul;Sidrolândia;56081;5 - 50001 até 100000
5007935;5 - Centro-Oeste;50;Mato Grosso do Sul;Sonora;18828;3 - 10001 até 20000
5007950;5 - Centro-Oeste;50;Mato Grosso do Sul;Tacuru;11427;3 - 10001 até 20000
5007976;5 - Centro-Oeste;50;Mato Grosso do Sul;Taquarussu;3583;1 - Até 5000
5008008;5 - Centro-Oeste;50;Mato Grosso do Sul;Terenos;21311;4 - 20001 até 50000
5008305;5 - Centro-Oeste;50;Mato Grosso do Sul;Três Lagoas;119465;6 - 100001 até 500000
5008404;5 - Centro-Oeste;50;Mato Grosso do Sul;Vicentina;6067;2 - 5001 até 10000
5100102;5 - Centro-Oeste;51;Mato Grosso;Acorizal;5424;2 - 5001 até 10000
5100201;5 - Centro-Oeste;51;Mato Grosso;Água Boa;25229;4 - 20001 até 50000
5100250;5 - Centro-Oeste;51;Mato Grosso;Alta Floresta;51615;5 - 50001 até 100000
5100300;5 - Centro-Oeste;51;Mato Grosso;Alto Araguaia;18703;3 - 10001 até 20000
5100359;5 - Centro-Oeste;51;Mato Grosso;Alto Boa Vista;6659;2 - 5001 até 10000
5100409;5 - Centro-Oeste;51;Mato Grosso;Alto Garças;11868;3 - 10001 até 20000
5100508;5 - Centro-Oeste;51;Mato Grosso;Alto Paraguai;11238;3 - 10001 até 20000
5100607;5 - Centro-Oeste;51;Mato Grosso;Alto Taquari;10557;3 - 10001 até 20000
5100805;5 - Centro-Oeste;51;Mato Grosso;Apiacás;9979;2 - 5001 até 10000
5101001;5 - Centro-Oeste;51;Mato Grosso;Araguaiana;3119;1 - Até 5000
5101209;5 - Centro-Oeste;51;Mato Grosso;Araguainha;956;1 - Até 5000
5101258;5 - Centro-Oeste;51;Mato Grosso;Araputanga;16690;3 - 10001 até 20000
5101308;5 - Centro-Oeste;51;Mato Grosso;Arenápolis;9714;2 - 5001 até 10000
5101407;5 - Centro-Oeste;51;Mato Grosso;Aripuanã;21987;4 - 20001 até 50000
5101605;5 - Centro-Oeste;51;Mato Grosso;Barão de Melgaço;8563;2 - 5001 até 10000
5101704;5 - Centro-Oeste;51;Mato Grosso;Barra do Bugres;34619;4 - 20001 até 50000
5101803;5 - Centro-Oeste;51;Mato Grosso;Barra do Garças;60661;5 - 50001 até 100000
5101852;5 - Centro-Oeste;51;Mato Grosso;Bom Jesus do Araguaia;6452;2 - 5001 até 10000
5101902;5 - Centro-Oeste;51;Mato Grosso;Brasnorte;19248;3 - 10001 até 20000
5102504;5 - Centro-Oeste;51;Mato Grosso;Cáceres;93882;5 - 50001 até 100000
5102603;5 - Centro-Oeste;51;Mato Grosso;Campinápolis;15830;3 - 10001 até 20000
5102637;5 - Centro-Oeste;51;Mato Grosso;Campo Novo do Parecis;34558;4 - 20001 até 50000
5102678;5 - Centro-Oeste;51;Mato Grosso;Campo Verde;42871;4 - 20001 até 50000
5102686;5 - Centro-Oeste;51;Mato Grosso;Campos de Júlio;6710;2 - 5001 até 10000
5102694;5 - Centro-Oeste;51;Mato Grosso;Canabrava do Norte;4761;1 - Até 5000
5102702;5 - Centro-Oeste;51;Mato Grosso;Canarana;21311;4 - 20001 até 50000
5102793;5 - Centro-Oeste;51;Mato Grosso;Carlinda;10413;3 - 10001 até 20000
5102850;5 - Centro-Oeste;51;Mato Grosso;Castanheira;8695;2 - 5001 até 10000
5103007;5 - Centro-Oeste;51;Mato Grosso;Chapada dos Guimarães;19588;3 - 10001 até 20000
5103056;5 - Centro-Oeste;51;Mato Grosso;Cláudia;12052;3 - 10001 até 20000
5103106;5 - Centro-Oeste;51;Mato Grosso;Cocalinho;5691;2 - 5001 até 10000
5103205;5 - Centro-Oeste;51;Mato Grosso;Colíder;33224;4 - 20001 até 50000
5103254;5 - Centro-Oeste;51;Mato Grosso;Colniza;37280;4 - 20001 até 50000
5103304;5 - Centro-Oeste;51;Mato Grosso;Comodoro;20513;4 - 20001 até 50000
5103353;5 - Centro-Oeste;51;Mato Grosso;Confresa;30347;4 - 20001 até 50000
5103361;5 - Centro-Oeste;51;Mato Grosso;Conquista D'Oeste;3973;1 - Até 5000
5103379;5 - Centro-Oeste;51;Mato Grosso;Cotriguaçu;19254;3 - 10001 até 20000
5103403;5 - Centro-Oeste;51;Mato Grosso;Cuiabá;607153;7 - Maior que 500000
5103437;5 - Centro-Oeste;51;Mato Grosso;Curvelândia;5192;2 - 5001 até 10000
5103452;5 - Centro-Oeste;51;Mato Grosso;Denise;9377;2 - 5001 até 10000
5103502;5 - Centro-Oeste;51;Mato Grosso;Diamantino;21904;4 - 20001 até 50000
5103601;5 - Centro-Oeste;51;Mato Grosso;Dom Aquino;8199;2 - 5001 até 10000
5103700;5 - Centro-Oeste;51;Mato Grosso;Feliz Natal;13857;3 - 10001 até 20000
5103809;5 - Centro-Oeste;51;Mato Grosso;Figueirópolis D'Oeste;3537;1 - Até 5000
5103858;5 - Centro-Oeste;51;Mato Grosso;Gaúcha do Norte;7513;2 - 5001 até 10000
5103908;5 - Centro-Oeste;51;Mato Grosso;General Carneiro;5487;2 - 5001 até 10000
5103957;5 - Centro-Oeste;51;Mato Grosso;Glória D'Oeste;3045;1 - Até 5000
5104104;5 - Centro-Oeste;51;Mato Grosso;Guarantã do Norte;35497;4 - 20001 até 50000
5104203;5 - Centro-Oeste;51;Mato Grosso;Guiratinga;15035;3 - 10001 até 20000
5104500;5 - Centro-Oeste;51;Mato Grosso;Indiavaí;2725;1 - Até 5000
5104526;5 - Centro-Oeste;51;Mato Grosso;Ipiranga do Norte;7395;2 - 5001 até 10000
5104542;5 - Centro-Oeste;51;Mato Grosso;Itanhangá;6587;2 - 5001 até 10000
5104559;5 - Centro-Oeste;51;Mato Grosso;Itaúba;3901;1 - Até 5000
5104609;5 - Centro-Oeste;51;Mato Grosso;Itiquira;13163;3 - 10001 até 20000
5104807;5 - Centro-Oeste;51;Mato Grosso;Jaciara;27628;4 - 20001 até 50000
5104906;5 - Centro-Oeste;51;Mato Grosso;Jangada;8366;2 - 5001 até 10000
5105002;5 - Centro-Oeste;51;Mato Grosso;Jauru;9006;2 - 5001 até 10000
